INE_ID,candidate_name,party,year
1508,Ana Catarina Dias Y Pais Sartório De Lima,B.E.,2009
1508,Octávio Joaquim Coelho Machado,CDS-PP,2009
1508,Ana Teresa Vicente Custódio De Sá,PCP-PEV,2009
1508,Carlos Miguel Viegas Vitorino,PPD/PSD,2009
1508,António Fonseca Ferreira,PS,2009
1509,João Manuel Pereira Da Silva,B.E.,2009
1509,Mário De Figueiredo M. Ribeiro,CDS-PP,2009
1509,Vitor Manuel Chaves De Caro Proença,PCP-PEV,2009
1509,Carlos Manuel Lourenço Pereira Dias,PPD/PSD,2009
1509,Arnaldo Pereira Gonçalves Frade,PS,2009
1510,Luis Manuel Rendeiro Cordeiro,B.E.,2009
1510,João Carlos Filipe De Noronha Marques De Oliveira,CDS-PP,2009
1510,Nelson Lopes Resende,MMS,2009
1510,Alfredo José Monteiro Da Costa,PCP-PEV,2009
1510,Paulo Edson De Carvalho Borges Cunha,PPD/PSD,2009
1510,Samuel Pedro Da Silva Cruz,PS,2009
1511,Carlos Alexandre Pinto De Oliveira Macedo,B.E.,2009
1511,Beatriz Isabel Da Luz Soares Carneiro,CDS-PP,2009
1511,Augusto António Marques Duarte,I,2009
1511,Augusto Manuel Neto Carapinha Pólvora,PCP-PEV,2009
1511,Francisco José Pereira Luís,PPD/PSD,2009
1511,Américo Manuel Machado Gegaloto,PS,2009
1512,Albérico Afonso Costa Alho,B.E.,2009
1512,João Paulo Barros Viegas,CDS-PP,2009
1512,Mário Fernando Gonçalves Nogueira,MPT,2009
1512,Maria Das Dores Marques Banheiro Meira,PCP-PEV,2009
1512,Carlos Manuel Duarte Da Costa Gomes,PCTP/MRPP,2009
1512,Jorge Flaviano Delgado Santana Da Silva,PPD/PSD,2009
1512,Maria Teresa Mourão De Almeida,PS,2009
1513,José Carlos Dos Santos Guinote,B.E.,2009
1513,Francisco Maria Do Ó Pacheco,PCP-PEV,2009
1513,João Miguel Da Silva Garganta Custódio,PPD/PSD,2009
1513,Idalino Sabido José,PS,2009
1513,Manuel Coelho Carvalho,V,2009
1601,Augusto Carlos De Noronha Azevedo Pinto O.,CDS-PP,2009
1601,Mário Acurcio Teixeira De Vasconcelos,PCP-PEV,2009
1601,Francisco Rodrigues De Araújo,PPD/PSD,2009
1601,Julio Gomes De Abreu Viana,PS,2009
1602,Sebastião José Cunha Torres Correia,B.E.,2009
1602,Joaquim Celestino Simões Ribeiro,PCP-PEV,2009
1602,Júlia Paula Pires Pereira Costa,PPD/PSD,2009
1602,Jorge Paulo Aires Miranda,PS,2009
1603,Horácio Dos Santos Lima,PCP-PEV,2009
1603,Manuel Fernando Ramos Dos Santos,PPD/PSD,2009
1603,António Rui Esteves Soalheiro,PS,2009
1604,Carlos Fernandez Alves,II,2009
1604,António José Mendes Nunes,PCP-PEV,2009
1604,Jorge Manuel Cerqueira Nande,PPD/PSD,2009
1604,José Emílio Pedreira Moreira,PS,2009
1605,José Manuel Da Cunha Alves,PCP-PEV,2009
1605,José Augusto Viana Sousa,PPD/PSD,2009
1605,António Pereira Júnior,PS,2009
1606,João António Da Cunha Lobo,PCP-PEV,2009
1606,Augusto Manuel Dos Reis Marinho,PPD/PSD,2009
1606,António Vassalo Abreu,PS,2009
1607,Victor Manuel Alves Mendes,CDS-PP,2009
1607,António De Barros Pereira Pimenta,PCP-PEV,2009
1607,Filipe Agostinho Cruz Viana,PPD/PSD,2009
1607,António Carlos Almeida De Matos Torres,PS,2009
1608,Fernando Alves Moreno,CDS-PP,2009
1608,Alípio Nunes Vaz De Sousa,PCP-PEV,2009
1608,Jorge Manuel Salgueiro Mendes,PPD/PSD,2009
1608,José Luís Serra Rodrigues,PS,2009
1609,Jorge Manuel Gomes Teixeira,B.E.,2009
1609,António Gonçalves Da Silva,PCP-PEV,2009
1609,António De Carvalho Martins,PPD/PSD.CDS-PP,2009
1609,José Maria Da Cunha Costa,PS,2009
1610,Filipe Alexandre Martins Vintém,PCP-PEV,2009
1610,Aristides Manuel Rodrigues Martins,PPD/PSD,2009
1610,José Manuel Vaz Carpinteira,PS,2009
1701,Francisco Luis Rodrigues Fontinha,PCP-PEV,2009
1701,Luis Miguel Gonçalves Rodrigues,PPD/PSD.CDS-PP,2009
1701,José Artur Fontes Cascarejo,PS,2009
1702,António Rui Rodrigues Gomes Pereira,CDS-PP,2009
1702,Maria Alberta Gobnçalves Santos,PCP-PEV,2009
1702,Fernando Pereira Campos,PPD/PSD,2009
1702,António Bernardes Fidalgo,PS,2009
1703,Rui Miguel Alves Sousa Pinheiro,CDS-PP,2009
1703,Manuel Justino Matos Cunha,PCP-PEV,2009
1703,João Gonçalves Martins Batista,PPD/PSD,2009
1703,Nuno Artur Esteves Rodrigues,PS,2009
1704,Mário Machado Da Costa,PCP-PEV,2009
1704,Marco António Peres Teixeira Da Silva,PPD/PSD,2009
1704,Alberto Monteiro Pereira,PS,2009
1705,Lúcio Manuel Alves Machado,CDS-PP,2009
1705,António Joaquim Gonçalves Do Souto,PCP-PEV,2009
1705,Alfredo Manuel Dinis Da Costa Gonçalves,PCTP/MRPP,2009
1705,Francisco Peixoto Gomes Ribeiro,PPD/PSD,2009
1705,Humberto Da Costa Cerqueira,PS,2009
1706,Manuel Dias Baptista,B.E.,2009
1706,José Augusto Teixeira Afonso,PCP-PEV,2009
1706,José Duarte Crespo Gonçalves,PPD/PSD.CDS-PP,2009
1706,Fernando José Gomes Rodrigues,PS,2009
1707,Marcelino Humberto Gama,CDS-PP,2009
1707,Carlos Manuel Sousa Araújo,PCP-PEV,2009
1707,Paulo Augusto Breia Da Fonseca Calvão,PPD/PSD,2009
1707,João Luís Teixeira Fernandes,PS,2009
1708,Maria Ernestina Magalhães Ferreira,CDS-PP,2009
1708,António Manuel Alves Serafim,PCP-PEV,2009
1708,Nuno Manuel Sousa Pinto De Carvalho Gonçalves,PPD/PSD,2009
1708,Jorge Manuel Monteiro De Almeida,PS,2009
1709,Mário Fernando Gomes,PCP-PEV,2009
1709,Agostinho Alves Pinto,PPD/PSD.CDS-PP,2009
1709,Rui Manuel Vaz Alves,PS,2009
1710,Luis António Ribeiro Almeida,B.E.,2009
1710,José Francisco Marques Guedes,PCP-PEV,2009
1710,Milcíades Emílio Croccia Barbosa De Carvalho,PPD/PSD.CDS-PP,2009
1710,José Manuel Carvalho Marques,PS,2009
1711,Roque Filipe Mesquita Brandão,CDS-PP,2009
1711,Sónia Isabel Pinto Miranda,PCP-PEV,2009
1711,António Rafael Gouveia Feliciano,PPD/PSD,2009
1711,Francisco José Guedes Ribeiro,PS,2009
1712,Sebastião Vila Das Neves,CDS-PP,2009
1712,António Fernando Ribeiro Mendes,PCP-PEV,2009
1712,Francisco Baptista Tavares,PPD/PSD,2009
1712,Ema Paula Morais Gonçalo,PS,2009
1713,Sandra Henriques Venâncio Rodrigues,CDS-PP,2009
1713,José Carlos Magalhães Rodrigues,PCP-PEV,2009
1713,Domingos Manuel Pinto Batista Dias,PPD/PSD,2009
1713,José Eduardo Machado Alves De Quinteiro,PS,2009
1714,Carlos Manuel Moreira Gomes,B.E.,2009
1714,Patrique José Luís Alves,CDS-PP,2009
1714,José Brandão Caldeira,PCP-PEV,2009
1714,Manuel Do Nascimento Martins,PPD/PSD,2009
1714,Rui Jorge Cordeiro Gonçalves Dos Santos,PS,2009
1801,Manuel António Cardoso De Carvalho,CDS-PP,2009
1801,António Manuel Lareiro Dos Santos,PCP-PEV,2009
1801,Hernâni Pinto Da Fonseca E Almeida,PPD/PSD,2009
1801,Américo Teixeira Moreira,PS,2009
1802,José António Fernandes Soares De Melo,CDS-PP,2009
1802,António Luís Da Costa Correia,PCP-PEV,2009
1802,Atílio Dos Santos Nunes,PPD/PSD,2009
1802,Rogério Mota Abrantes,PS,2009
1803,Manuel José Pereira Pertancho,CDS-PP,2009
1803,José Manuel Figueiredo Ramos,I,2009
1803,Isabel De Fátima Esteves Moreira Pires Souto,PCP-PEV,2009
1803,Maria Eulália Da Silva Teixeira,PPD/PSD,2009
1803,José Fernando Carneiro Pereira,PS,2009
1804,Jerónimo André Vieira Da Silva,CDS-PP,2009
1804,Maria Margarida Teixeira Barbedo,PCP-PEV,2009
1804,Laureano Manuel Cardoso Valente,PPD/PSD,2009
1804,José Manuel Pereira Pinto,PS,2009
1805,Manuel José Silvestre Conde,I,2009
1805,João Carlos Portela Cordeiro,PCP-PEV,2009
1805,Francisco Manuel Lopes,PPD/PSD.CDS-PP,2009
1805,Agostinho Jorge De Paiva Ribeiro,PS,2009
1806,António Albuquerque E Castro De Oliveira,CDS-PP,2009
1806,Manuel Rodrigues,PCP-PEV,2009
1806,António Soares Marques,PPD/PSD,2009
1806,João Nuno Ferreira Gonçalves De Azevedo,PS,2009
1807,Augusto Coelho Praça,PCP-PEV,2009
1807,José Carlos Pereira Da Silva,PPD/PSD.CDS-PP,2009
1807,José Eduardo Lopes Ferreira,PS,2009
1808,Filipe Manuel Ferreira Valente,CDS-PP,2009
1808,Maria Teresa De Sousa Afonso,PCP-PEV,2009
1808,Raul Silva Marta,PPD/PSD,2009
1808,Afonso Sequeira Abrantes,PS,2009
1809,José Lopes Correia,MPT,2009
1809,Mário Eduardo Ribeiro Alves Gandra Do Amaral,PCP-PEV,2009
1809,Isaura Leonor Marques Figueiredo Da Silva Pedro,PPD/PSD.CDS-PP,2009
1809,José Albuquerque Vaz,PPM,2009
1809,Adelino José Borges Amaral,PS,2009
1810,Lúcia Maria Costa Diogo,CDS-PP,2009
1810,Nuno Miguel Duarte Martins,PCP-PEV,2009
1810,Luís Manuel Martins De Vasconcelos,PPD/PSD,2009
1810,Porfírio António Sousa Carvalho,PS,2009
1811,António Marques Da Silva Laires,MPT,2009
1811,António Nogueira De Matos Vilarigues,PCP-PEV,2009
1811,Leonídio Figueiredo Gomes Monteiro,PPD/PSD.CDS-PP,2009
1811,Francisco Lopes De Carvalho,PS,2009
1812,Dinis Osvaldo Cachinho Numão,B.E.,2009
1812,António Maria De Carvalho Nogueira,CDS-PP,2009
1812,Maria Cândida Sapo,PCP-PEV,2009
1812,António Carlos Saraiva Esteves De Carvalho,PPD/PSD,2009
1812,Pedro Baldaia Moreira Timóteo Rodrigues,PS,2009
1813,António José Alvelos,PCP-PEV,2009
1813,Joaquim Rodrigo De Matos Ferreira Pinto Pereira,PPD/PSD,2009
1813,António Manuel Leitão Borges,PS,2009
1814,José Ricardo Coelho Dias Da Silva,B.E.,2009
1814,António Manuel De Almeida Dos Santos Azevedo,CDS-PP,2009
1814,Alberto Lopes De Andrade,PCP-PEV,2009
1814,João António De Sousa Pais Lourenço,PPD/PSD,2009
1814,Leonel José Antunes Gouveia,PS,2009
1815,Adriana Maria Pinto A. Vieira Da Silva,PCP-PEV,2009
1815,José António Fontão Tulha,PPD/PSD,2009
1815,João Manuel Mendes Oliveira,PS,2009
1816,Manuel Bandeira De Almeida Pinho,B.E.,2009
1816,Eduardo Paiva Boloto,PCP-PEV,2009
1816,António Carlos Ferreira Rodrigues De Figueiredo,PPD/PSD,2009
1816,José Carlos Coelho Ferreira De Almeida,PS,2009
1817,João Paulo De Figueiredo Mendes,CDS-PP,2009
1817,Gustavo José Ferreira Cândido,PCP-PEV,2009
1817,Alexandre Manuel Mendonça Vaz,PPD/PSD,2009
1817,Nuno Miguel Rocha Bártolo,PS,2009
1818,Teresa De Jesus Paulo Pinto,CDS-PP,2009
1818,Osvaldo Ribeiro Peliz,PCP-PEV,2009
1818,José Mário De Almeida Cardoso,PPD/PSD,2009
1818,Carlos Manuel Pestana Lacerda,PS,2009
1819,José Joaquim Monteiro Ferreira,CDS-PP,2009
1819,Angela Maria Da Silva Bártolo,PCP-PEV,2009
1819,José Carlos Pinto Dos Santos,PPD/PSD,2009
1819,João Joaquim Saraiva Ribeiro,PS,2009
1820,Alcino Soares De Moura,CDS-PP,2009
1820,Vasco João Guedes Silva Ferreira,PCP-PEV,2009
1820,Valdemar De Carvalho Pereira,PPD/PSD,2009
1820,Mário Caetano Teixeira Ferreira,PS,2009
1821,Duarte Eugene Mussche Torres De Carvalho,CDS-PP,2009
1821,Manuel Jorge Pereira Veiga,PCP-PEV,2009
1821,Carlos Manuel Marta Gonçalves,PPD/PSD,2009
1821,Carlos Alberto Antunes Viegas,PS,2009
1822,Avantino Loureiro Beleza,CDS-PP,2009
1822,António Macário Monteiro,PCP-PEV,2009
1822,Manuel Marques Custódio,PPD/PSD,2009
1822,José Morgado Ribeiro,PS,2009
1823,Maria Da Graça Melo Cabral Marques Pinto,B.E.,2009
1823,Francisco André Dinis Reis Mendes Da Silva,CDS-PP,2009
1823,Helena Maria Sarabando Neves,PCP-PEV,2009
1823,Fernando De Carvalho Ruas,PPD/PSD,2009
1823,Miguel Bernardo Ginestal M. Monteiro Albuquerque,PS,2009
1824,Vasco Branquinho Rodrigues Almeida,CDS-PP,2009
1824,Francisco Manuel De Almeida,PCP-PEV,2009
1824,Armindo Telmo Antunes Ferreira,PPD/PSD,2009
1824,Viriato António De Araújo Sousa Figueiredo Garcez,PS,2009
3101,Manuel Damião Ferreira Dos Santos,B.E.,2009
3101,Antero Vasconcelos E Sousa,CDS-PP,2009
3101,Aurélio Pinto Gomes Serrão,MPT,2009
3101,José Luís De Ornelas Murzelo,PCP-PEV,2009
3101,Manuel Baeta De Castro,PPD/PSD,2009
3101,Sofia Maria Araújo Canha Sousa,PS,2009
3102,José Ernesto Figueira Ferraz,B.E.,2009
3102,José Roberto Ribeiro Rodrigues,CDS-PP,2009
3102,João Izidoro Gonçalves,MPT,2009
3102,José Quintino Mendes Costa,PCP-PEV,2009
3102,José Manuel Da Mata Vieira Coelho,PND,2009
3102,Arlindo Pinto Gomes,PPD/PSD,2009
3102,Carlos Alberto Pestana Gonçalves,PS,2009
3103,Rodrigo Nuno Pontes De Gouveia Trancoso,B.E.,2009
3103,Lino Ricardo Silva Abreu,CDS-PP,2009
3103,Roberto Paulo Ferreira Vieira,MPT,2009
3103,Artur Alberto Fernandes De Andrade,PCP-PEV,2009
3103,Gil Da Silva Canha,PND,2009
3103,Miguel Filipe Machado De Albuquerque,PPD/PSD,2009
3103,Rui Alberto Pereira Caetano,PS,2009
3104,Tânia Gisela Melim De Freitas,B.E.,2009
3104,Paulo Jorge Tomás Do Couto,CDS-PP,2009
3104,António Álvaro Aguiar Araújo,MPT,2009
3104,Rui Firmino Faria Nepomuceno,PCP-PEV,2009
3104,Emanuel Sabino Vieira Gomes,PPD/PSD,2009
3104,Ricardo Miguel Nunes Franco,PS,2009
3105,Maria Ganança Gomes Garanito,B.E.,2009
3105,Manuel Miguel Rodrigues De Freitas,CDS-PP,2009
3105,Marla Patrícia Rodrigues Fernandes,MPT,2009
3105,Jacinto Luís Gouveia Vera Cruz,PCP-PEV,2009
3105,Rui David Pita Marques Luís,PPD/PSD,2009
3105,João Francisco Sousa Dias,PS,2009
3106,Honório Alves Dos Santos,CDS-PP,2009
3106,Flávio Ponte Da Luz,PCP-PEV,2009
3106,Edgar Valter Castro Correia,PPD/PSD,2009
3106,João Emanuel Silva Câmara,PS,2009
3107,Carlos Alberto Pereira,B.E.,2009
3107,Rafael João Figueira De Sousa,CDS-PP,2009
3107,Martinho Dinarte Mendes Silva,MPT,2009
3107,Marcelino Vitorino Santos Rodrigues,PCP-PEV,2009
3107,José Ismael Fernandes,PPD/PSD,2009
3107,Alano Aires Santos Gonçalves,PS,2009
3108,Filipe Martiniano Martins De Sousa,I,2009
3108,Jaime Casimiro Nunes Da Silva,MPT,2009
3108,Luís Alberto De Vasconcelos,PCP-PEV,2009
3108,José Alberto De Freitas Gonçalves,PPD/PSD,2009
3108,Óscar Ciríaco Teixeira,PS,2009
3109,Carlos Alberto De Faria,B.E.,2009
3109,Teófilo Alírio Reis Cunha,CDS-PP,2009
3109,José Samuel Vieira Caboz,MPT,2009
3109,Elisa Margarita Dos Santos Mendonça,PCP-PEV,2009
3109,Rui Moisés Fernandes De Ascensão,PPD/PSD,2009
3109,Adelino Marques Teixeira Da Silva,PS,2009
3110,Sónia De Castro Gomes E Silva,B.E.,2009
3110,Margarida Maria Silva Fernandes,CDS-PP,2009
3110,António Carlos Baptista Monteiro,PCP-PEV,2009
3110,Jorge Orlando César De Jesus Romeira,PPD/PSD,2009
3110,João Carlos Justino Mendes Gouveia,PS,2009
3201,Dulcídio Manuel Reinolds Fernandes,B.E.,2009
3201,Dinarte Manuel Melim Velosa,CDS-PP,2009
3201,Neli Franco Gonçalves Vera Cruz,MPT,2009
3201,João Roberto Do Nascimento De Melim,PCP-PEV,2009
3201,Roberto Paulo Cardoso Da Silva,PPD/PSD,2009
3201,Renata Marisa Correia De Sousa,PS,2009
4101,Maria Adelaide Da Fonseca Ferreira Branco Morgado,CDS-PP,2009
4101,Daniel Da Silva Gonçalves,PCP-PEV,2009
4101,Carlos Henrique Lopes Rodrigues,PPD/PSD,2009
4101,Nélia Maria Coutinho Figueiredo,PS,2009
4201,Roberto Manuel Sousa Oliveira,CDS-PP,2009
4201,Júlio Manuel Pereira Duarte,PCP-PEV,2009
4201,Rui Manuel Maciel Costa De Oliveira Ramos,PPD/PSD,2009
4201,João António Ferreira Ponte,PS,2009
4202,José Carlos Barbosa Carreiro,PPD/PSD,2009
4202,Carlos Alberto Medeiros Mendonça,PS,2009
4203,Lúcia De Fátima Oliveira Arruda,B.E.,2009
4203,Eduardo Jorge Lopes Medeiros,CDS-PP,2009
4203,Carlos Alberto Gomes Ribeiro,PCP-PEV,2009
4203,Berta Maria Correia De Almeida De Melo Cabral,PPD/PSD,2009
4203,José Paulo Martins Casaca,PS,2009
4204,Teresa De Jesus Vieira Moniz Vertentes,PCP-PEV,2009
4204,Francisco Da Silva Álvares,PPD/PSD,2009
4204,Carlos Emílio Lopes Machado Ávila,PS,2009
4205,Zuraida Maria De Almeida Soares,B.E.,2009
4205,Artur José Araújo De Arruda Ponte,CDS-PP,2009
4205,Antero Jerónimo Moniz Arruda Quental,PCP-PEV,2009
4205,Filomeno Dos Anjos Da Silva Gouveia,PPD/PSD,2009
4205,Ricardo José Moniz Da Silva,PS,2009
4206,João Manuel Pacheco Furtado,CDS-PP,2009
4206,Juvenálio Dos Santos Da Ponte,PCP-PEV,2009
4206,Rui António Dias Da Câmara De Carvalho E Melo,PPD/PSD,2009
4206,António Fernando Raposo Cordeiro,PS,2009
4301,Orlando Manuel Labrusco Félix Guerreiro,B.E.,2009
4301,Artur Manuel Leal Lima,CDS-PP,2009
4301,António Gabriel Botelho Da Fonseca,PCP-PEV,2009
4301,António Lima Cardoso Ventura,PPD/PSD,2009
4301,Andreia Martins Cardoso Da Costa,PS,2009
4302,Paulo José Maio Sousa Mendes,B.E.,2009
4302,Pedro Gabriel Correia Nunes Teixeira Pinto,CDS-PP,2009
4302,Berto Graciliano Da Almeida Cabral,PPD/PSD,2009
4302,Roberto Lúcio Silva Pereira Monteiro,PS,2009
4401,José Ramos De Aguiar,PPD/PSD,2009
4401,Manuel Avelar Cunha Santos,PS,2009
4501,Aires António Fagundes Reis,PPD/PSD,2009
4501,Rogério Paulo Lopes Soares Veiros,PS,2009
4502,António Fernando Cardoso,B.E.,2009
4502,Vítor Manuel Assunção Bernardes,CDS-PP,2009
4502,António José Bettencourt Da Silveira,PPD/PSD,2009
4502,Manuel Soares Da Silveira,PS,2009
4601,Sara Maria Alves Da Rosa Santos,PPD/PSD,2009
4601,Roberto Manuel Medeiros Da Silva,PS,2009
4602,Elisabete Da Piedade Alves,PCP-PEV,2009
4602,Jorge Manuel Pereira Rodrigues,PPD/PSD,2009
4602,Hernani Hélio Jorge,PS,2009
4603,Rosa Maria Da Silva Vieira,CDS-PP,2009
4603,José Manuel Bettencourt Ávila,PCP-PEV,2009
4603,Luís Filipe Ramos Macedo Da Silva,PPD/PSD,2009
4603,Paulo Jaime Terra Goulart,PS,2009
4701,Maria José Ferreira Da Silva,B.E.,2009
4701,Alexandre Agostinho Martins De Carvalho,CDS-PP,2009
4701,José Eduardo Bicudo Decq Mota,PCP-PEV,2009
4701,Paulo Jorge Peixinho De Oliveira,PPD/PSD,2009
4701,João Fernando Brum De Azevedo E Castro,PS,2009
4801,João António Vieira Lourenço,PPD/PSD,2009
4801,Luís Carlos Martins Maciel,PS,2009
4802,Rosa Margarida Ribeiro Cravinho,CDS-PP,2009
4802,João Paulo Valadão Corvelo,PCP-PEV,2009
4802,Hélio Fernando Miranda Ramos,PPD/PSD,2009
4802,Manuel Alberto Da Silva Pereira,PS,2009
4901,Deolinda Rosa Machado Vieira Estevão,PPD/PSD,2009
4901,Manuel Das Pedras Rita,PS,2009
